County,Age Group,Race/Ethnicity,Dose,Residents Vaccinated,Population,Coverage
Kent,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,2496,2980,83.76%
Kent,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,799,2980,26.81%
Kent,50-64 years,NH Black,At Least One Dose,7953,9032,88.05%
Kent,50-64 years,NH Black,Up-To-Date,2520,9032,27.9%
Kent,50-64 years,NH White,At Least One Dose,64321,92538,69.51%
Kent,50-64 years,NH White,Up-To-Date,22676,92538,24.5%
Kent,65-74 years,Hispanic,At Least One Dose,2180,2292,95.11%
Kent,65-74 years,Hispanic,Up-To-Date,786,2292,34.29%
Kent,65-74 years,NH American Indian/Alaska Native,At Least One Dose,194,114,170.18%
Kent,65-74 years,NH American Indian/Alaska Native,Up-To-Date,83,114,72.81%
Kent,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,985,1127,87.4%
Kent,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,419,1127,37.18%
Kent,65-74 years,NH Black,At Least One Dose,3637,3380,107.6%
Kent,65-74 years,NH Black,Up-To-Date,1752,3380,51.83%
Kent,65-74 years,NH White,At Least One Dose,43403,47497,91.38%
Kent,65-74 years,NH White,Up-To-Date,23213,47497,48.87%
Kent,75+ years,Hispanic,At Least One Dose,1181,1178,100.25%
Kent,75+ years,Hispanic,Up-To-Date,487,1178,41.34%
Kent,75+ years,NH American Indian/Alaska Native,At Least One Dose,132,50,264%
Kent,75+ years,NH American Indian/Alaska Native,Up-To-Date,52,50,104%
Kent,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,530,742,71.43%
Kent,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,232,742,31.27%
Kent,75+ years,NH Black,At Least One Dose,1926,1792,107.48%
Kent,75+ years,NH Black,Up-To-Date,946,1792,52.79%
Kent,75+ years,NH White,At Least One Dose,34446,32832,104.92%
Kent,75+ years,NH White,Up-To-Date,17897,32832,54.51%
Kent,under 5 years,Hispanic,At Least One Dose,808,7514,10.75%
Kent,under 5 years,Hispanic,Up-To-Date,179,7514,2.38%
Kent,under 5 years,NH American Indian/Alaska Native,At Least One Dose,17,108,15.74%
Kent,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,175,1476,11.86%
Kent,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,45,1476,3.05%
Kent,under 5 years,NH Black,At Least One Dose,454,5535,8.2%
Kent,under 5 years,NH Black,Up-To-Date,77,5535,1.39%
Kent,under 5 years,NH White,At Least One Dose,4666,25956,17.98%
Kent,under 5 years,NH White,Up-To-Date,1232,25956,4.75%
Keweenaw,12-15 years,NH White,At Least One Dose,16,67,23.88%
Keweenaw,16-19 years,NH White,At Least One Dose,16,66,24.24%
Keweenaw,20-29 years,NH White,At Least One Dose,50,160,31.25%
Keweenaw,30-39 years,NH White,At Least One Dose,48,141,34.04%
Keweenaw,40-49 years,NH White,At Least One Dose,71,177,40.11%
Keweenaw,40-49 years,NH White,Up-To-Date,19,177,10.73%
Keweenaw,5-11 years,NH White,At Least One Dose,15,105,14.29%
Keweenaw,50-64 years,NH White,At Least One Dose,169,434,38.94%
Keweenaw,50-64 years,NH White,Up-To-Date,60,434,13.82%
Keweenaw,65-74 years,NH White,At Least One Dose,253,439,57.63%
Keweenaw,65-74 years,NH White,Up-To-Date,121,439,27.56%
Keweenaw,75+ years,NH White,At Least One Dose,212,295,71.86%
Keweenaw,75+ years,NH White,Up-To-Date,107,295,36.27%
Lake,12-15 years,NH White,At Least One Dose,77,339,22.71%
Lake,12-15 years,NH White,Up-To-Date,16,339,4.72%
Lake,16-19 years,NH White,At Least One Dose,100,272,36.76%
Lake,20-29 years,Hispanic,At Least One Dose,33,210,15.71%
Lake,20-29 years,NH Black,At Least One Dose,25,72,34.72%
Lake,20-29 years,NH White,At Least One Dose,202,671,30.1%
Lake,20-29 years,NH White,Up-To-Date,22,671,3.28%
Lake,30-39 years,Hispanic,At Least One Dose,109,134,81.34%
Lake,30-39 years,NH Black,At Least One Dose,28,63,44.44%
Lake,30-39 years,NH White,At Least One Dose,241,733,32.88%
Lake,30-39 years,NH White,Up-To-Date,43,733,5.87%
Lake,40-49 years,Hispanic,At Least One Dose,135,205,65.85%
Lake,40-49 years,NH Black,At Least One Dose,22,54,40.74%
Lake,40-49 years,NH White,At Least One Dose,385,965,39.9%
Lake,40-49 years,NH White,Up-To-Date,70,965,7.25%
Lake,5-11 years,NH White,At Least One Dose,73,546,13.37%
Lake,5-11 years,NH White,Up-To-Date,12,546,2.2%
Lake,50-64 years,Hispanic,At Least One Dose,107,182,58.79%
Lake,50-64 years,NH Black,At Least One Dose,77,147,52.38%
Lake,50-64 years,NH Black,Up-To-Date,17,147,11.56%
Lake,50-64 years,NH White,At Least One Dose,1366,2476,55.17%
Lake,50-64 years,NH White,Up-To-Date,431,2476,17.41%
Lake,65-74 years,NH Black,At Least One Dose,85,146,58.22%
Lake,65-74 years,NH Black,Up-To-Date,33,146,22.6%
Lake,65-74 years,NH White,At Least One Dose,1325,1908,69.44%
Lake,65-74 years,NH White,Up-To-Date,610,1908,31.97%
Lake,75+ years,Hispanic,At Least One Dose,11,75,14.67%
Lake,75+ years,NH Black,At Least One Dose,81,93,87.1%
Lake,75+ years,NH Black,Up-To-Date,41,93,44.09%
Lake,75+ years,NH White,At Least One Dose,998,1073,93.01%
Lake,75+ years,NH White,Up-To-Date,477,1073,44.45%
Lapeer,12-15 years,Hispanic,At Least One Dose,63,313,20.13%
Lapeer,12-15 years,NH White,At Least One Dose,793,3717,21.33%
Lapeer,12-15 years,NH White,Up-To-Date,82,3717,2.21%
Lapeer,16-19 years,Hispanic,At Least One Dose,81,315,25.71%
Lapeer,16-19 years,NH Black,At Least One Dose,16,137,11.68%
Lapeer,16-19 years,NH White,At Least One Dose,1258,3687,34.12%
Lapeer,16-19 years,NH White,Up-To-Date,114,3687,3.09%
Lapeer,20-29 years,Hispanic,At Least One Dose,301,715,42.1%
Lapeer,20-29 years,Hispanic,Up-To-Date,23,715,3.22%
Lapeer,20-29 years,NH Black,At Least One Dose,35,167,20.96%
Lapeer,20-29 years,NH White,At Least One Dose,3369,8648,38.96%
Lapeer,20-29 years,NH White,Up-To-Date,278,8648,3.21%
Lapeer,30-39 years,Hispanic,At Least One Dose,279,596,46.81%
Lapeer,30-39 years,Hispanic,Up-To-Date,22,596,3.69%
Lapeer,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,34,70,48.57%
Lapeer,30-39 years,NH Black,At Least One Dose,34,165,20.61%
Lapeer,30-39 years,NH White,At Least One Dose,3003,8359,35.93%
Lapeer,30-39 years,NH White,Up-To-Date,318,8359,3.8%
Lapeer,40-49 years,Hispanic,At Least One Dose,241,523,46.08%
Lapeer,40-49 years,Hispanic,Up-To-Date,30,523,5.74%
Lapeer,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,47,54,87.04%
Lapeer,40-49 years,NH Black,At Least One Dose,39,121,32.23%
Lapeer,40-49 years,NH White,At Least One Dose,3555,9248,38.44%
Lapeer,40-49 years,NH White,Up-To-Date,484,9248,5.23%
Lapeer,5-11 years,Hispanic,At Least One Dose,32,534,5.99%
Lapeer,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,27,55,49.09%
Lapeer,5-11 years,NH White,At Least One Dose,619,5832,10.61%
Lapeer,5-11 years,NH White,Up-To-Date,50,5832,0.86%
Lapeer,50-64 years,Hispanic,At Least One Dose,395,588,67.18%
Lapeer,50-64 years,Hispanic,Up-To-Date,76,588,12.93%
Lapeer,50-64 years,NH American Indian/Alaska Native,At Least One Dose,50,73,68.49%
Lapeer,50-64 years,NH American Indian/Alaska Native,Up-To-Date,19,73,26.03%
Lapeer,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,64,55,116.36%
Lapeer,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,18,55,32.73%
Lapeer,50-64 years,NH Black,At Least One Dose,90,148,60.81%
Lapeer,50-64 years,NH Black,Up-To-Date,27,148,18.24%
Lapeer,50-64 years,NH White,At Least One Dose,9444,19690,47.96%
Lapeer,50-64 years,NH White,Up-To-Date,2210,19690,11.22%
Lapeer,65-74 years,Hispanic,At Least One Dose,198,221,89.59%
Lapeer,65-74 years,Hispanic,Up-To-Date,75,221,33.94%
Lapeer,65-74 years,NH White,At Least One Dose,7204,9857,73.09%
Lapeer,65-74 years,NH White,Up-To-Date,3105,9857,31.5%
Lapeer,75+ years,Hispanic,At Least One Dose,123,104,118.27%
Lapeer,75+ years,Hispanic,Up-To-Date,36,104,34.62%
Lapeer,75+ years,NH White,At Least One Dose,5323,6210,85.72%
Lapeer,75+ years,NH White,Up-To-Date,2384,6210,38.39%
Lapeer,under 5 years,NH White,At Least One Dose,64,3627,1.76%
Lapeer,under 5 years,NH White,Up-To-Date,13,3627,0.36%
Leelanau,12-15 years,Hispanic,At Least One Dose,47,79,59.49%
Leelanau,12-15 years,Hispanic,Up-To-Date,11,79,13.92%
Leelanau,12-15 years,NH White,At Least One Dose,363,646,56.19%
Leelanau,12-15 years,NH White,Up-To-Date,58,646,8.98%
Leelanau,16-19 years,Hispanic,At Least One Dose,79,70,112.86%
Leelanau,16-19 years,Hispanic,Up-To-Date,11,70,15.71%
Leelanau,16-19 years,NH White,At Least One Dose,442,647,68.32%
Leelanau,16-19 years,NH White,Up-To-Date,76,647,11.75%
Leelanau,20-29 years,Hispanic,At Least One Dose,143,166,86.14%
Leelanau,20-29 years,Hispanic,Up-To-Date,21,166,12.65%
Leelanau,20-29 years,NH American Indian/Alaska Native,At Least One Dose,50,70,71.43%
Leelanau,20-29 years,NH American Indian/Alaska Native,Up-To-Date,13,70,18.57%
Leelanau,20-29 years,NH White,At Least One Dose,977,1478,66.1%
Leelanau,20-29 years,NH White,Up-To-Date,110,1478,7.44%
Leelanau,30-39 years,Hispanic,At Least One Dose,137,139,98.56%
Leelanau,30-39 years,Hispanic,Up-To-Date,21,139,15.11%
Leelanau,30-39 years,NH American Indian/Alaska Native,At Least One Dose,56,74,75.68%
Leelanau,30-39 years,NH American Indian/Alaska Native,Up-To-Date,15,74,20.27%
Leelanau,30-39 years,NH White,At Least One Dose,1079,1743,61.9%
Leelanau,30-39 years,NH White,Up-To-Date,239,1743,13.71%
Leelanau,40-49 years,Hispanic,At Least One Dose,111,78,142.31%
Leelanau,40-49 years,Hispanic,Up-To-Date,20,78,25.64%
Leelanau,40-49 years,NH American Indian/Alaska Native,At Least One Dose,39,60,65%
Leelanau,40-49 years,NH White,At Least One Dose,1323,1824,72.53%
Leelanau,40-49 years,NH White,Up-To-Date,358,1824,19.63%
Leelanau,5-11 years,Hispanic,At Least One Dose,35,121,28.93%
Leelanau,5-11 years,NH American Indian/Alaska Native,At Least One Dose,25,72,34.72%
Leelanau,5-11 years,NH White,At Least One Dose,492,1070,45.98%
Leelanau,5-11 years,NH White,Up-To-Date,107,1070,10%
Leelanau,50-64 years,Hispanic,At Least One Dose,133,120,110.83%
Leelanau,50-64 years,Hispanic,Up-To-Date,26,120,21.67%
Leelanau,50-64 years,NH American Indian/Alaska Native,At Least One Dose,70,121,57.85%
Leelanau,50-64 years,NH American Indian/Alaska Native,Up-To-Date,34,121,28.1%
Leelanau,50-64 years,NH White,At Least One Dose,2952,4694,62.89%
Leelanau,50-64 years,NH White,Up-To-Date,1115,4694,23.75%
Leelanau,65-74 years,NH American Indian/Alaska Native,At Least One Dose,40,62,64.52%
Leelanau,65-74 years,NH American Indian/Alaska Native,Up-To-Date,30,62,48.39%
Leelanau,65-74 years,NH White,At Least One Dose,3569,4162,85.75%
Leelanau,65-74 years,NH White,Up-To-Date,2050,4162,49.26%
Leelanau,75+ years,NH White,At Least One Dose,2827,2852,99.12%
Leelanau,75+ years,NH White,Up-To-Date,1589,2852,55.72%
Leelanau,under 5 years,NH White,At Least One Dose,120,693,17.32%
Leelanau,under 5 years,NH White,Up-To-Date,28,693,4.04%
Lenawee,12-15 years,Hispanic,At Least One Dose,147,710,20.7%
Lenawee,12-15 years,Hispanic,Up-To-Date,13,710,1.83%
Lenawee,12-15 years,NH Black,At Least One Dose,29,151,19.21%
Lenawee,12-15 years,NH White,At Least One Dose,1140,3819,29.85%
Lenawee,12-15 years,NH White,Up-To-Date,141,3819,3.69%
Lenawee,16-19 years,Hispanic,At Least One Dose,221,646,34.21%
Lenawee,16-19 years,Hispanic,Up-To-Date,16,646,2.48%
Lenawee,16-19 years,NH Black,At Least One Dose,33,225,14.67%
Lenawee,16-19 years,NH White,At Least One Dose,1626,4108,39.58%
Lenawee,16-19 years,NH White,Up-To-Date,181,4108,4.41%
Lenawee,20-29 years,Hispanic,At Least One Dose,539,1372,39.29%
Lenawee,20-29 years,Hispanic,Up-To-Date,48,1372,3.5%
Lenawee,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,48,64,75%
Lenawee,20-29 years,NH Black,At Least One Dose,132,458,28.82%
Lenawee,20-29 years,NH Black,Up-To-Date,14,458,3.06%
Lenawee,20-29 years,NH White,At Least One Dose,3804,9697,39.23%
Lenawee,20-29 years,NH White,Up-To-Date,425,9697,4.38%
Lenawee,30-39 years,Hispanic,At Least One Dose,455,1190,38.24%
Lenawee,30-39 years,Hispanic,Up-To-Date,50,1190,4.2%
Lenawee,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,34,65,52.31%
Lenawee,30-39 years,NH Black,At Least One Dose,104,434,23.96%
Lenawee,30-39 years,NH White,At Least One Dose,3663,9304,39.37%
Lenawee,30-39 years,NH White,Up-To-Date,462,9304,4.97%
Lenawee,40-49 years,Hispanic,At Least One Dose,425,986,43.1%
Lenawee,40-49 years,Hispanic,Up-To-Date,60,986,6.09%
Lenawee,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,37,54,68.52%
Lenawee,40-49 years,NH Black,At Least One Dose,98,344,28.49%
Lenawee,40-49 years,NH Black,Up-To-Date,22,344,6.4%
Lenawee,40-49 years,NH White,At Least One Dose,4275,9886,43.24%
Lenawee,40-49 years,NH White,Up-To-Date,689,9886,6.97%
Lenawee,5-11 years,Hispanic,At Least One Dose,104,1071,9.71%
Lenawee,5-11 years,Hispanic,Up-To-Date,11,1071,1.03%
Lenawee,5-11 years,NH Black,At Least One Dose,25,231,10.82%
Lenawee,5-11 years,NH White,At Least One Dose,1015,6174,16.44%
Lenawee,5-11 years,NH White,Up-To-Date,140,6174,2.27%
Lenawee,50-64 years,Hispanic,At Least One Dose,655,1099,59.6%
Lenawee,50-64 years,Hispanic,Up-To-Date,145,1099,13.19%
Lenawee,50-64 years,NH American Indian/Alaska Native,At Least One Dose,61,83,73.49%
Lenawee,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,76,77,98.7%
Lenawee,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,17,77,22.08%
Lenawee,50-64 years,NH Black,At Least One Dose,212,331,64.05%
Lenawee,50-64 years,NH Black,Up-To-Date,53,331,16.01%
Lenawee,50-64 years,NH White,At Least One Dose,9522,18058,52.73%
Lenawee,50-64 years,NH White,Up-To-Date,2533,18058,14.03%
Lenawee,65-74 years,Hispanic,At Least One Dose,371,497,74.65%
Lenawee,65-74 years,Hispanic,Up-To-Date,128,497,25.75%
Lenawee,65-74 years,NH Black,At Least One Dose,97,70,138.57%
Lenawee,65-74 years,NH Black,Up-To-Date,38,70,54.29%
Lenawee,65-74 years,NH White,At Least One Dose,7859,10652,73.78%
Lenawee,65-74 years,NH White,Up-To-Date,3558,10652,33.4%
Lenawee,75+ years,Hispanic,At Least One Dose,257,297,86.53%
Lenawee,75+ years,Hispanic,Up-To-Date,107,297,36.03%
Lenawee,75+ years,NH White,At Least One Dose,6485,7189,90.21%
Lenawee,75+ years,NH White,Up-To-Date,3062,7189,42.59%
Lenawee,under 5 years,Hispanic,At Least One Dose,19,619,3.07%
Lenawee,under 5 years,NH White,At Least One Dose,145,4240,3.42%
Lenawee,under 5 years,NH White,Up-To-Date,29,4240,0.68%
Livingston,12-15 years,Hispanic,At Least One Dose,141,412,34.22%
Livingston,12-15 years,Hispanic,Up-To-Date,27,412,6.55%
Livingston,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,80,96,83.33%
Livingston,12-15 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,11,96,11.46%
Livingston,12-15 years,NH Black,At Least One Dose,31,76,40.79%
Livingston,12-15 years,NH White,At Least One Dose,3365,8672,38.8%
Livingston,12-15 years,NH White,Up-To-Date,649,8672,7.48%
Livingston,16-19 years,Hispanic,At Least One Dose,297,370,80.27%
Livingston,16-19 years,Hispanic,Up-To-Date,42,370,11.35%
Livingston,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,63,74,85.14%
Livingston,16-19 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,18,74,24.32%
Livingston,16-19 years,NH Black,At Least One Dose,38,80,47.5%
Livingston,16-19 years,NH White,At Least One Dose,4389,8593,51.08%
Livingston,16-19 years,NH White,Up-To-Date,667,8593,7.76%
Livingston,20-29 years,Hispanic,At Least One Dose,475,816,58.21%
Livingston,20-29 years,Hispanic,Up-To-Date,55,816,6.74%
Livingston,20-29 years,NH American Indian/Alaska Native,At Least One Dose,60,76,78.95%
Livingston,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,177,227,77.97%
Livingston,20-29 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,28,227,12.33%
Livingston,20-29 years,NH Black,At Least One Dose,104,216,48.15%
Livingston,20-29 years,NH Black,Up-To-Date,13,216,6.02%
Livingston,20-29 years,NH White,At Least One Dose,10868,19664,55.27%
Livingston,20-29 years,NH White,Up-To-Date,1390,19664,7.07%
Livingston,30-39 years,Hispanic,At Least One Dose,440,838,52.51%
Livingston,30-39 years,Hispanic,Up-To-Date,73,838,8.71%
Livingston,30-39 years,NH American Indian/Alaska Native,At Least One Dose,54,57,94.74%
Livingston,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,200,267,74.91%
Livingston,30-39 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,48,267,17.98%
Livingston,30-39 years,NH Black,At Least One Dose,103,142,72.54%
Livingston,30-39 years,NH Black,Up-To-Date,16,142,11.27%
Livingston,30-39 years,NH White,At Least One Dose,10921,19829,55.08%
Livingston,30-39 years,NH White,Up-To-Date,2064,19829,10.41%
Livingston,40-49 years,Hispanic,At Least One Dose,456,828,55.07%
Livingston,40-49 years,Hispanic,Up-To-Date,85,828,10.27%
Livingston,40-49 years,NH American Indian/Alaska Native,At Least One Dose,42,61,68.85%
Livingston,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,172,241,71.37%
Livingston,40-49 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,50,241,20.75%
Livingston,40-49 years,NH Black,At Least One Dose,84,130,64.62%
Livingston,40-49 years,NH Black,Up-To-Date,16,130,12.31%
Livingston,40-49 years,NH White,At Least One Dose,11858,21200,55.93%
Livingston,40-49 years,NH White,Up-To-Date,2575,21200,12.15%
Livingston,5-11 years,Hispanic,At Least One Dose,154,657,23.44%
Livingston,5-11 years,Hispanic,Up-To-Date,29,657,4.41%
Livingston,5-11 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,100,182,54.95%
Livingston,5-11 years,NH Black,At Least One Dose,22,109,20.18%
Livingston,5-11 years,NH White,At Least One Dose,3766,13595,27.7%
Livingston,5-11 years,NH White,Up-To-Date,748,13595,5.5%
Livingston,50-64 years,Hispanic,At Least One Dose,633,778,81.36%
Livingston,50-64 years,Hispanic,Up-To-Date,181,778,23.26%
Livingston,50-64 years,NH American Indian/Alaska Native,At Least One Dose,112,124,90.32%
Livingston,50-64 years,NH American Indian/Alaska Native,Up-To-Date,33,124,26.61%
Livingston,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,281,325,86.46%
Livingston,50-64 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,87,325,26.77%
Livingston,50-64 years,NH Black,At Least One Dose,155,191,81.15%
Livingston,50-64 years,NH Black,Up-To-Date,52,191,27.23%
Livingston,50-64 years,NH White,At Least One Dose,26600,42767,62.2%
Livingston,50-64 years,NH White,Up-To-Date,8072,42767,18.87%
Livingston,65-74 years,Hispanic,At Least One Dose,299,244,122.54%
Livingston,65-74 years,Hispanic,Up-To-Date,147,244,60.25%
Livingston,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,129,119,108.4%
Livingston,65-74 years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,70,119,58.82%
Livingston,65-74 years,NH Black,At Least One Dose,85,60,141.67%
Livingston,65-74 years,NH Black,Up-To-Date,46,60,76.67%
Livingston,65-74 years,NH White,At Least One Dose,17819,20826,85.56%
Livingston,65-74 years,NH White,Up-To-Date,8815,20826,42.33%
Livingston,75+ years,Hispanic,At Least One Dose,181,116,156.03%
Livingston,75+ years,Hispanic,Up-To-Date,88,116,75.86%
Livingston,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,83,75,110.67%
Livingston,75+ years,NH Asian/Native Hawaiian/Other Pacific Islands,Up-To-Date,43,75,57.33%
Livingston,75+ years,NH White,At Least One Dose,13313,13122,101.46%
Livingston,75+ years,NH White,Up-To-Date,6391,13122,48.7%
Livingston,under 5 years,Hispanic,At Least One Dose,43,438,9.82%
Livingston,under 5 years,NH Asian/Native Hawaiian/Other Pacific Islands,At Least One Dose,18,111,16.22%
Livingston,under 5 years,NH White,At Least One Dose,898,8492,10.57%
Livingston,under 5 years,NH White,Up-To-Date,230,8492,2.71%
Luce,12-15 years,NH White,At Least One Dose,51,181,28.18%
